,k_glycerol_to_g3p,k_g3p_to_lpa,k_lpa_to_pa,k_pa_to_dag,k_dag_to_tag,k_choline_ph,k_choline_cdp,k_ea_ph,k_ea_cdp,k_pe_syn,k_pc_syn,k_pc_to_ps,k_pe_to_ps,k_ps_to_pe,k_pe_to_pc,k_pc_to_lpc,k_lpc_to_g3pc,k_g3pc_to_g3p,k_pe_to_lpe,k_lpe_to_g3pe,k_g3pe_to_g3p,k_dag_to_mag,k_mag_to_dag,k_tag_to_dag,k_mag_to_gly,k_serine_syn,k_gly_syn,k_fa_influx,k_serine_deg,k_pc_trans,k_fa_deg,k_gly_deg,k_choline_deph,k_ea_deph,k_gly_deph,k_choline_syn,k_choline_deg,k_choline_cdp_back,k_ea_cdp_back,k_ea_deg,preeq_switch,k_fa_ul_influx,k_fa_16_1_influx,k_fa_16_2_influx,k_fa_17_1_influx
0,0.004942013914597833,0.021326134230035123,0.027291541363041256,0.04092971919087874,0.11031482802173008,0.06288307941467856,0.0722373229899963,0.053392146472021465,0.0799241040794319,0.06314095808683214,0.09493527514174355,0.09154084151165917,0.1378994334618278,0.10975820144840313,0.17311284235987953,0.10844929014425511,0.25072868262274867,0.1992510893923488,0.24219227194308562,0.15486609687708539,0.21551884527297469,0.19380049803186308,0.26748239083062064,0.17802077969720145,0.2734644638345972,0.24008249938497966,0.26323207769792295,0.26310114924921085,0.3496634126868012,0.30532886386182595,0.33330718445079954,0.3640126541391508,0.2677254706076976,0.38812457039172266,0.36332819202618455,0.38034551526875116,0.3556899643308531,0.5391620199867995,0.41007918847492447,0.4678387032639099,1.0170754911565403,0.005895666666855598,0.012060529635356417,0.00973564691251544,0.006392590831930956
1,0.00875165719845266,0.015346334865136231,0.03331074465107891,0.031184907606070515,0.06565979208198976,0.05464948050751053,0.10805496411814183,0.08457065274720131,0.058985591787730794,0.10654086462328026,0.12414727976037898,0.1378156213503016,0.14602686577551924,0.17016155030797195,0.18257719753946802,0.1689134674111832,0.14454256219143252,0.19196639775767108,0.1612146892988678,0.27962061397410776,0.1628398223887146,0.23664486722899847,0.2752080258315747,0.43124758655827605,0.24220735761945536,0.19397255602750615,0.2690260899153783,0.2852427899909633,0.4644770767756325,0.40224579231261476,0.2905489159838543,0.3474241327117158,0.32336402466135933,0.5679678709206827,0.44761658734771803,0.3030680640432977,0.3561927788339808,0.376264879046682,0.37639612300575886,0.41016786168535296,0.91587211052587,0.00943174477489721,0.01027020187141618,0.010392958894752608,0.015744347831631162
2,0.013305584775933204,0.018191982810078788,0.02959379565967607,0.03757918211609564,0.038915672200980224,0.04947859236078506,0.1023730877022439,0.06441321974346831,0.0969792604606899,0.11565911989165274,0.0783776759907027,0.1832432792854633,0.13259402472303775,0.1351930821195863,0.14011637949440023,0.18185460228581035,0.14204249942510513,0.2350452498877786,0.2275702038286347,0.15744070395162754,0.21477568269471603,0.2335160272428989,0.21533237332200006,0.16617570268117812,0.2619782815922809,0.22562104322992013,0.3971697729959631,0.4289653567512708,0.2933216001810794,0.22967764852229705,0.4108562698702197,0.36040318990186165,0.3469784345559751,0.2477799422831861,0.35240852342677914,0.45800732066302235,0.5267951458229643,0.35950857120812363,0.4233553207395259,0.4098807227260374,0.9308745918339432,0.009857769489858387,0.011139177807199446,0.01100689808216738,0.01389199543081422
3,0.007252076557673228,0.01514964723214424,0.03282684141148756,0.04878825536309925,0.04254813259918495,0.06802632186411664,0.0479385648976044,0.1108842237819046,0.07477027483603943,0.10201386377953515,0.11168786442149596,0.14619731466581332,0.11873646942517148,0.12503570028550953,0.13618432518012674,0.13517259467558276,0.19739257678208766,0.18461243582429743,0.2188602484339322,0.15751510610819577,0.2049680934612049,0.2938830994097203,0.13715269686376644,0.20557493521914427,0.34823100689244746,0.20146701772782696,0.30805052743909306,0.23495892358004608,0.2806829983738902,0.5028017968665498,0.24819355523497594,0.43118319355615287,0.4782503272042676,0.5552320382513506,0.27742686444164605,0.4774066040909611,0.32519323968119807,0.40900638787574306,0.3019565758665401,0.39393186603845093,1.1652024371154899,0.008273823346599,0.016122775124418058,0.011779806901222885,0.00898348806352967
4,0.013298171094784452,0.03298610645120739,0.03200153581987211,0.05319743658295961,0.059020883755508534,0.07181586119880744,0.059567980496381616,0.10551888887223265,0.09856480291380378,0.08205196540939612,0.1262394754363125,0.08403605030651996,0.13722544225130617,0.17552758252446587,0.27256348808125236,0.1088968097224016,0.1613758832260278,0.2056992458594088,0.1681614473614771,0.20148530885724442,0.24257679772210355,0.16553396256036948,0.22566600863346878,0.31165581889621563,0.2632168016992826,0.14569836870088027,0.23762356029208548,0.32063657979335525,0.16814030250912834,0.4580163325483963,0.31462951610845846,0.2363850660452313,0.20523833713793202,0.47304074365963433,0.294739626627801,0.24521364422037617,0.5651650645249598,0.4619574145551579,0.3049691432388424,0.47678856183398327,0.9383561483552585,0.008696391401110988,0.013180822236524014,0.008537024741086812,0.007160492449085833
5,0.01100396977302033,0.018787970922453653,0.024866616591624466,0.04643621379856277,0.059507385722167905,0.08750913956561153,0.06356037636141493,0.08150737569578946,0.07805632802066713,0.13857697127832838,0.08271981461777167,0.10065932097784969,0.14888522364053955,0.16218379683139356,0.11939725470763388,0.16111323951372286,0.2038753023030471,0.1491876852263258,0.15232565719561064,0.17810664468568124,0.2646584256308005,0.20165906671282371,0.17326226172474585,0.26378976799236087,0.41181677019267326,0.28799929843642535,0.2792661451466472,0.3724599317858406,0.32379672863945047,0.24812678312169203,0.29795318018878764,0.25713369306963557,0.4528351095837089,0.2815292231056321,0.4306782399652545,0.5245840496160423,0.3137965953337739,0.36830468962411617,0.5030679121013049,0.4578618135555198,1.0137976537949145,0.010964623059172838,0.00932616686292091,0.008515147490113964,0.009458159478290333
6,0.007241547418972457,0.015727394732262926,0.023603597280663427,0.050818780520210806,0.050733964982344254,0.06050846272134231,0.06072893807305667,0.10007913046406429,0.09050848647306689,0.0831657480735306,0.13528158632261914,0.17983512152310194,0.10309546207557843,0.1474180005437968,0.11041753746581454,0.13027604361005285,0.18098013192252738,0.2041430969319325,0.12848612495471662,0.13848974599515185,0.2460884785352962,0.20406699184858745,0.2901073458025716,0.17604128528795926,0.3995424250491943,0.3171246917247353,0.38150037186012653,0.25937741279168675,0.270239450961398,0.24256354188004065,0.33651544029301317,0.3530815551531964,0.3591230242228475,0.4981335841246818,0.3608375558451007,0.4269972333794571,0.3362075432797551,0.5003214359578673,0.35674912457317554,0.45408014693166193,0.56281393713698,0.011040224980356892,0.011001570450748498,0.009381573187178006,0.007902800346088906
7,0.009258003412070219,0.02527012970040683,0.042786226843114186,0.046159845714341896,0.061876440283526464,0.0848132638372666,0.06871600083473567,0.0801729644167678,0.04300400379905879,0.06636037513877815,0.13060030463248756,0.12380521160957512,0.1940324290037832,0.13349329510508037,0.14425758912981862,0.22937334523146727,0.15393982182723884,0.22205078481398766,0.22211382525054343,0.20043671011699515,0.1795708201285676,0.20311521359225249,0.2196276687911484,0.18179956003188505,0.22343703375516757,0.41930092497102206,0.22430307099503438,0.22289577858932305,0.23332051063565393,0.4115542370206354,0.2027940928875132,0.362832561421222,0.29132800131551784,0.41885974069705534,0.2904402918991542,0.36973092332165225,0.36903057672840084,0.3369150546160383,0.2667680827738531,0.4412994822618701,0.954761683483929,0.01175365510501739,0.00953652481755869,0.010918779901125556,0.009661865045159949
8,0.00886137985653029,0.015374747587455538,0.024671950161983897,0.054106501909199946,0.06013282437371982,0.06231055423659477,0.09383337664221371,0.07199974719771242,0.0942699254193151,0.0880008512063702,0.07328698054342557,0.12479439572452729,0.09211157248404445,0.1613882160071089,0.11439478430688368,0.1804585835565019,0.19026320814469916,0.23228560657160696,0.16015622057109283,0.22670895261077523,0.13817362115430484,0.2700180347895425,0.21875007701012497,0.32180954230481074,0.26988592464306266,0.17566356815765077,0.2227868742352623,0.1763181287426163,0.4252289695287008,0.2601496216035951,0.3026438513864691,0.44286029310089065,0.27292300588010876,0.34677219341606513,0.35811946952521717,0.4693327234631405,0.3929700730493986,0.34867515073022587,0.4833698340783534,0.5860174048541058,1.0438895093505012,0.009811958859936631,0.010287711141881133,0.009014508714325159,0.01338647234406856
9,0.01266705916576043,0.029393872535016536,0.030075924714870084,0.054436910580222826,0.05151166102827656,0.05680731077952396,0.07259030952486806,0.07903124376014571,0.0903861701636043,0.07855095521406852,0.1016455690494877,0.10757385668145239,0.11472387156035874,0.15217969294940256,0.11823239284883919,0.2058782916269957,0.1216216066259097,0.18838691022717213,0.13143250902713513,0.28392818569324874,0.23076703060218337,0.22839783213196968,0.22436253843098575,0.12609155811176467,0.24848123148415335,0.26441177634649826,0.23735161493765067,0.328895113148192,0.3346126468309075,0.27879181253611934,0.2842789477211334,0.3796166334932447,0.31384220560186155,0.3732832147307235,0.3299052290710002,0.4756991400919725,0.3642125572358012,0.4583845915809442,0.3509955639030315,0.32536801774252533,1.1685104418974925,0.007069126270487647,0.008287840340059888,0.008522898200563041,0.00890168572461657
10,0.00820785647831228,0.01906088099384892,0.023019023750478436,0.030084452294883466,0.04757604604649181,0.061531582617026584,0.065302526921579,0.0751663956151436,0.1059433906871275,0.09376960033177803,0.07884810435753924,0.12544935178069172,0.13049195925439305,0.10742217949326406,0.17122195799582163,0.13386350875598665,0.21564407969590577,0.1769757281704939,0.18953193961751494,0.2720171912200812,0.1496544251149415,0.3815778668415066,0.1933660287598995,0.3699448616108641,0.33589921073836876,0.2439950807426168,0.29916410185152265,0.31118026510134833,0.2839838825533674,0.3193845100122145,0.28050466577429106,0.3247251394310226,0.33644062013052345,0.3206437257949964,0.39444388955682486,0.4701337322555087,0.3595342360411415,0.3469694994893772,0.4526539357187421,0.4408598340551753,0.8437781903221941,0.00942476065982322,0.011399556960487322,0.008225244660932647,0.011331507996458507
11,0.010154722009461416,0.0317485823998754,0.06031557641699249,0.04371695003636761,0.04199255208047558,0.042181190065742113,0.08468739238180753,0.08486623022367269,0.06709459303291657,0.18140637080040722,0.10079709357712126,0.09348292072182239,0.16653890292402773,0.17115270425567947,0.14877494242417433,0.20883812533106624,0.22122994916563,0.17580353517685451,0.25536158901816775,0.1135009050967006,0.24726357604421054,0.2764620494128663,0.2303930431551711,0.3074346067859527,0.22741471266154922,0.3398634477614016,0.28289671640567,0.19832904119209904,0.3350661049563334,0.3248888128359645,0.34961888499243277,0.3380805614784719,0.3850195404245959,0.4154370145520095,0.2536236777972473,0.39586362447297435,0.5533465828797108,0.3981724988134679,0.4036352217455048,0.5446632141861458,1.127929955327827,0.008542574435519182,0.009399479064612217,0.009294689722680962,0.011380004313674199
12,0.009130372990301585,0.018839027339210983,0.02404415760814109,0.027685663190043914,0.041745269321756706,0.039021413041652464,0.06389136666155273,0.07246206496452103,0.10724723779965468,0.17102908892372548,0.10874293686528279,0.11699207151570182,0.10155210285594188,0.12866172266206838,0.08562551028335855,0.1603106132079239,0.3053807249356153,0.14510398293055335,0.15631012547266573,0.200627150411469,0.3305306384646663,0.2290160081115442,0.22885174068170702,0.3186464317381338,0.18884243790153463,0.3480757265504844,0.2051620844695069,0.2511672748570058,0.2679486504237541,0.2844582799409485,0.3710120286199603,0.25861817339200893,0.30086077094955466,0.49690670881230464,0.48655981233522777,0.4003058679634585,0.3049136273388902,0.3200323702874233,0.4919266653555002,0.325127463037487,0.9336228379414451,0.00771571016482389,0.007977520837144052,0.00809748255163786,0.007313957314225433
13,0.008931332011397173,0.01829583928207727,0.03105925296532526,0.03634359187941552,0.05848727982754689,0.05330829797490841,0.07870067008563449,0.09055097309675485,0.07197015946285497,0.07756201792377333,0.15488063390045692,0.14106683413056395,0.11909967149391147,0.1430455566613804,0.1435728336101568,0.24174307542005097,0.1462960394387785,0.19453418669605663,0.27052127970844764,0.23784957823031325,0.16701996145427483,0.24361853800247046,0.17743009510771943,0.30119621167710714,0.23460723714510615,0.2943863653886338,0.23073979333761563,0.27523351836822274,0.3891877311297168,0.16495145197912972,0.3958886872313731,0.21543286100072206,0.31509518132998554,0.34807051968397307,0.4238713213936135,0.28156282240830915,0.4084273149071015,0.3246383402840913,0.2575486266937204,0.613702938830553,0.9595571325813341,0.010938798461577338,0.014966119126329995,0.011085542838582482,0.009185733158614746
14,0.008545397992055143,0.024502719774114095,0.026559633580046305,0.03946898288066899,0.031136409256800036,0.03803992280879926,0.05060969619999399,0.09289802949802134,0.12358647926552559,0.11197053470462755,0.13859522752435402,0.13689047234991528,0.08863400475723045,0.16603391489408603,0.12278686076935941,0.1559425600616169,0.18279025019343306,0.24115100779122856,0.25857828113033127,0.16890620949017912,0.27404873480159586,0.15285316686992573,0.2933425126148161,0.1793851898786786,0.2856496521889405,0.2790188157431977,0.24732331999464155,0.23359511833198532,0.2555359801941146,0.26539942786635645,0.42018557838810944,0.32931771358376055,0.42128524481079416,0.3309843266536101,0.4753948509841595,0.29348373880676,0.409864878660033,0.47999490939902395,0.3016346575797904,0.32243875358906626,1.0330117235674916,0.010588005233678314,0.013898959132815242,0.011314316932917437,0.007302519663654349
15,0.010152639661740962,0.021998295272541768,0.023066556980577656,0.05447790744533867,0.04348710457230712,0.0727866386055388,0.0681556001464855,0.07210863059267332,0.0787540768232381,0.09424531545463444,0.13033710097279652,0.13056004538763033,0.1831171906404124,0.10354889252460106,0.1693978423013432,0.15204487758503907,0.1858974047483242,0.18582610696898938,0.21993641722398913,0.12463695847568129,0.22802634465710436,0.18841872071874755,0.20535646679214864,0.29692157001306735,0.3275318006061495,0.2108597000583425,0.1848868864947499,0.23120759069572044,0.29564178649286166,0.20612452867601772,0.3693744658765321,0.3577717085453345,0.3272771269281109,0.3135468777836727,0.49137324244063235,0.5434899064727365,0.48991293560292837,0.3775713205711798,0.3543192712879123,0.4244502560432799,1.3531807852281534,0.010274990404042998,0.006438253796928942,0.007690949091006075,0.011226979434703275
16,0.012878713176437247,0.021654195739641027,0.038734907067908046,0.0639520159557918,0.050906026105313265,0.04625662403482702,0.06972776302346309,0.10317708671330496,0.08311536260621072,0.07928965650628073,0.09611824475720064,0.09971121280865866,0.13871886781661172,0.11604074758400758,0.16679025913789672,0.14062472192833578,0.20388232556900837,0.17680752514670978,0.24848871259938232,0.20392141713265355,0.20500017505186782,0.13604966944669428,0.2462199832466251,0.4067194628799639,0.3018640703486672,0.2671203269864794,0.42583547671363026,0.4233866308815447,0.3176775585657815,0.2852243487517793,0.299933746362088,0.37665305075235994,0.35791243115850646,0.36300748994827786,0.40812583799013946,0.3345056293073242,0.5626863440039112,0.3788517125188706,0.4657428204501093,0.45122483069790476,0.9636819538529305,0.00989746534988599,0.012140137715491384,0.01426907113168978,0.010816643805792725
17,0.013009549992662777,0.027379769163605586,0.027541293423798647,0.03535228179950338,0.0498548239680381,0.06118999327124652,0.12152482672780472,0.10515239677548856,0.0751674339403052,0.08336994564616979,0.09787855569487576,0.15252839237179402,0.1582125801312224,0.15384736686723893,0.15846267167408376,0.09296210438449777,0.14484348374905814,0.16905955013786342,0.20456214075591037,0.18972518876485395,0.2223980397756474,0.2821496741930878,0.1772456164694508,0.2381395222211243,0.18323865049426008,0.24173390876548853,0.2618133601817047,0.22970752408990022,0.37458814469168483,0.25521776503621896,0.3319582762828837,0.3252111578405047,0.2902604178964826,0.3716151900547638,0.4254088802041502,0.40814889860962056,0.5589314251315545,0.4387905953940784,0.5528687618142512,0.4190923758600823,1.1115228130527899,0.009614539870648113,0.011493879905001655,0.011711847213786215,0.009121006543998746
18,0.00907479672989907,0.02518658835099418,0.0341966451749925,0.028815509370146767,0.03896140346414281,0.02965690781831084,0.08220261444969303,0.07979159624215522,0.08370341521599893,0.12140986798980737,0.12116651491078025,0.11895105428961812,0.1563428955838734,0.11160008473588486,0.171289548693617,0.13543331510802784,0.10838516413041595,0.17703125700153477,0.155282030812576,0.12736106350284598,0.22088650073572172,0.2188437190735104,0.27667092392304654,0.1602661742745301,0.2717325663447463,0.2843230948729485,0.22892272433906313,0.21739856421844664,0.39045742419983565,0.2487564904317391,0.3201451511271592,0.23528714956935837,0.3174805567959382,0.34813376830533027,0.2996589802076945,0.4356130655112303,0.36474018006395015,0.4569810393517181,0.4062873135137282,0.3344588767465066,1.5500484652573245,0.006163162038253915,0.0148253583720135,0.007073831303373333,0.010291967284621218
19,0.00855282008890047,0.020551939919342684,0.03086060294374822,0.03044695283589797,0.041201563070513855,0.0476541122211285,0.08337774910551149,0.06454248439645517,0.11290177259359291,0.08462994641931869,0.10185266732066083,0.14191036393229475,0.11131118865396601,0.11008604416065983,0.13274873956687488,0.14489229494525457,0.17575507732960138,0.1830726474164172,0.15506738558760128,0.20993600041491003,0.14439567753976446,0.19219553970559744,0.16578783797336302,0.19057572354874056,0.1811157381540233,0.2455857751425064,0.20283924585102914,0.23854336781793567,0.1856737372368148,0.1838740944724288,0.19700932723742473,0.2042434100797432,0.298588893653771,0.3665160709580623,0.32580872755399043,0.39855375469786225,0.2917908303851094,0.3589007006815695,0.3092024857724829,0.4496799327467835,1.0137959788393023,0.012102519805474268,0.00823244053238858,0.011684417506100588,0.012231536857075271
20,0.014333295667261959,0.01741246712077461,0.03463678164880986,0.03731145134594546,0.04271932292791007,0.07532530166056006,0.07765372677832753,0.09948558330488372,0.0739118754566566,0.09659119650875413,0.13590879324185567,0.18797398593239034,0.12631200568503487,0.08755961442358497,0.09881338544752463,0.14734946542353997,0.15571209864070065,0.16981220560851296,0.13017604291184628,0.27683515135683157,0.2608354836445754,0.2976100951254156,0.19831154626600006,0.2514909627926898,0.25318996489867923,0.32186905485876954,0.3229029856107949,0.45439327594365675,0.31435693142618476,0.3473797805076546,0.2929278451689427,0.39515368578906884,0.415289857390721,0.32895321332860655,0.25017026229372985,0.2740340738715022,0.4115000178486472,0.2740209101830801,0.3474255693740011,0.39640677535420626,0.8420532749320113,0.012102431135948668,0.010394211825403107,0.006319835650104455,0.00950519745542018
21,0.014020875765522516,0.020326104660451434,0.02593575053933769,0.06548412370685605,0.06346986860266601,0.043107597440562466,0.06640627941126662,0.05779670183629325,0.1307490791018067,0.11423259790171972,0.13029883393223232,0.1673432346369466,0.19229216128749851,0.1295823995578166,0.11462330733385294,0.15604764364319776,0.18444330902034126,0.1288207722596998,0.13476695645046802,0.25016317772046653,0.20308761809020212,0.24360555051869337,0.19730769759202849,0.27114291969847726,0.21847574063590636,0.23551748865790292,0.2337985988096039,0.32945364825007234,0.3021930920717123,0.46374539538469356,0.2670188610751112,0.3309840430491549,0.25943721452763985,0.3518136486977446,0.31290443702380344,0.3422008139454968,0.4107815661124128,0.3702681666025601,0.32159010939056465,0.3739473874688795,0.7514949976528689,0.014405111590692217,0.009705916537266766,0.010090645537946159,0.008116321208531608
22,0.010018959265828195,0.017841528140946226,0.028301860204513158,0.053928638103186634,0.04353810320877687,0.08731591922657508,0.08838984001880612,0.07460103923291232,0.08134564138822581,0.07892172790155824,0.06675062979042576,0.06764905362432966,0.11714160260880434,0.15067888357249862,0.21012720059541842,0.19379312955659236,0.21541127842493166,0.16090401170331212,0.16545121128392995,0.20769609325043903,0.16500429436916692,0.1298286070967092,0.34026708809138956,0.2517580576227345,0.20951053707430967,0.205798958672641,0.22139930445755845,0.37923905600313634,0.33024617821211555,0.21001767558474052,0.26737353908569217,0.27078059151958667,0.4799755137970756,0.25478789100041654,0.40143169436729675,0.3507457917714576,0.3896686124699959,0.558377669218691,0.2928942225632606,0.4528117405474861,1.0615962491418924,0.009238680776330535,0.012435824672228864,0.014310769957854286,0.013899549685825009
